subject,ability
GPT-5.4,1.850382
gpt-4o,2.770813
CheXagent-8B,0.568206
CheXagent-2-3B,0.480751
LLaVA-Med-7B,1.235308
LLaVA-1.5-7B,-1.185365
MedGemma-4B,-1.603406
InternVL3-8B,-1.201688
Phi-3.5-Vision,-2.575615
Qwen2.5-VL-32B,-1.271723
BiomedCLIP,-1.973882
Pixtral-12B,1.267440
Llama-3.2-Vision-11B,-1.846093
Qwen2.5-VL-3B,0.220708
Qwen2.5-VL-7B,1.219444
