subject,ability
GPT-5.4,1.777507
gpt-4o,1.403318
CheXagent-8B,0.302478
CheXagent-2-3B,0.445045
LLaVA-Med-7B,-0.986189
LLaVA-1.5-7B,0.163395
MedGemma-4B,0.382409
InternVL3-8B,-0.115460
Phi-3.5-Vision,0.285392
Qwen2.5-VL-32B,-0.084138
BiomedCLIP,1.716790
Pixtral-12B,0.329725
Llama-3.2-Vision-11B,0.443186
Qwen2.5-VL-3B,0.704744
Qwen2.5-VL-7B,0.904338
